track_name,session_name,overtaking_driver_name,overtaken_driver_name,date,position
Italian Grand Prix,Race,Valtteri Bottas,Lance Stroll,2023,16
Italian Grand Prix,Race,Valtteri Bottas,Pierre Gasly,2023,15
Italian Grand Prix,Race,Valtteri Bottas,Nico Hulkenberg,2023,14
Italian Grand Prix,Race,Valtteri Bottas,Logan Sargeant,2023,13
Italian Grand Prix,Race,Valtteri Bottas,Zhou Guanyu,2023,12
Italian Grand Prix,Race,Valtteri Bottas,Liam Lawson,2023,11
Italian Grand Prix,Race,Valtteri Bottas,Fernando Alonso,2023,10
Italian Grand Prix,Race,Valtteri Bottas,Oscar Piastri,2023,9
Italian Grand Prix,Race,Oscar Piastri,Valtteri Bottas,2023,9
Italian Grand Prix,Race,Fernando Alonso,Valtteri Bottas,2023,10
Italian Grand Prix,Race,Liam Lawson,Valtteri Bottas,2023,11
Italian Grand Prix,Race,Zhou Guanyu,Valtteri Bottas,2023,12
Italian Grand Prix,Race,Logan Sargeant,Valtteri Bottas,2023,13
Italian Grand Prix,Race,Nico Hulkenberg,Valtteri Bottas,2023,14
Italian Grand Prix,Race,Pierre Gasly,Valtteri Bottas,2023,15
Italian Grand Prix,Race,Carlos Sainz,Lewis Hamilton,2023,2
Italian Grand Prix,Race,Charles Leclerc,Lewis Hamilton,2023,3
Italian Grand Prix,Race,Lewis Hamilton,Charles Leclerc,2023,3
Italian Grand Prix,Race,Charles Leclerc,Lewis Hamilton,2023,3
Italian Grand Prix,Race,Lewis Hamilton,Charles Leclerc,2023,3
Italian Grand Prix,Race,Charles Leclerc,Lewis Hamilton,2023,3
Italian Grand Prix,Race,Sergio Perez,Lewis Hamilton,2023,4
Italian Grand Prix,Race,George Russell,Lewis Hamilton,2023,5
Italian Grand Prix,Race,Alexander Albon,Lewis Hamilton,2023,6
Italian Grand Prix,Race,Lando Norris,Lewis Hamilton,2023,7
Italian Grand Prix,Race,Oscar Piastri,Lewis Hamilton,2023,8
Italian Grand Prix,Race,Fernando Alonso,Lewis Hamilton,2023,9
Italian Grand Prix,Race,Lewis Hamilton,Fernando Alonso,2023,9
Italian Grand Prix,Race,Sergio Perez,Charles Leclerc,2023,3
Italian Grand Prix,Race,Valtteri Bottas,Pierre Gasly,2023,15
Italian Grand Prix,Race,Lance Stroll,Pierre Gasly,2023,16
Italian Grand Prix,Race,Kevin Magnussen,Pierre Gasly,2023,17
Italian Grand Prix,Race,Esteban Ocon,Pierre Gasly,2023,18
Italian Grand Prix,Race,Esteban Ocon,Kevin Magnussen,2023,17
Italian Grand Prix,Race,Valtteri Bottas,Nico Hulkenberg,2023,14
Italian Grand Prix,Race,Logan Sargeant,Zhou Guanyu,2023,12
Italian Grand Prix,Race,Logan Sargeant,Liam Lawson,2023,11
Italian Grand Prix,Race,Valtteri Bottas,Zhou Guanyu,2023,13
Italian Grand Prix,Race,Valtteri Bottas,Liam Lawson,2023,12
Italian Grand Prix,Race,Nico Hulkenberg,Zhou Guanyu,2023,14
Italian Grand Prix,Race,Nico Hulkenberg,Liam Lawson,2023,13
Italian Grand Prix,Race,Lance Stroll,Zhou Guanyu,2023,15
Italian Grand Prix,Race,Lance Stroll,Liam Lawson,2023,14
Italian Grand Prix,Race,Esteban Ocon,Zhou Guanyu,2023,16
Italian Grand Prix,Race,Esteban Ocon,Liam Lawson,2023,15
Italian Grand Prix,Race,Pierre Gasly,Kevin Magnussen,2023,18
Italian Grand Prix,Race,Lando Norris,Alexander Albon,2023,6
Italian Grand Prix,Race,Alexander Albon,Lando Norris,2023,6
Italian Grand Prix,Race,Lance Stroll,Nico Hulkenberg,2023,13
Italian Grand Prix,Race,Liam Lawson,Esteban Ocon,2023,15
Italian Grand Prix,Race,Zhou Guanyu,Esteban Ocon,2023,16
Italian Grand Prix,Race,Lewis Hamilton,Oscar Piastri,2023,8
Italian Grand Prix,Race,Pierre Gasly,Esteban Ocon,2023,17
Italian Grand Prix,Race,Oscar Piastri,Lewis Hamilton,2023,8
Italian Grand Prix,Race,Liam Lawson,Nico Hulkenberg,2023,14
Italian Grand Prix,Race,Zhou Guanyu,Nico Hulkenberg,2023,15
Italian Grand Prix,Race,Pierre Gasly,Nico Hulkenberg,2023,16
Italian Grand Prix,Race,Kevin Magnussen,Esteban Ocon,2023,18
Italian Grand Prix,Race,Lewis Hamilton,Oscar Piastri,2023,8
Italian Grand Prix,Race,Fernando Alonso,Oscar Piastri,2023,9
Italian Grand Prix,Race,Logan Sargeant,Oscar Piastri,2023,10
Italian Grand Prix,Race,Valtteri Bottas,Oscar Piastri,2023,11
Italian Grand Prix,Race,Lance Stroll,Oscar Piastri,2023,12
Italian Grand Prix,Race,Liam Lawson,Oscar Piastri,2023,13
Italian Grand Prix,Race,Sergio Perez,Carlos Sainz,2023,2
Italian Grand Prix,Race,Carlos Sainz,Sergio Perez,2023,2
Italian Grand Prix,Race,Valtteri Bottas,Logan Sargeant,2023,10
Italian Grand Prix,Race,Sergio Perez,Carlos Sainz,2023,2
Italian Grand Prix,Race,Carlos Sainz,Sergio Perez,2023,2
Italian Grand Prix,Race,Lewis Hamilton,Lando Norris,2023,7
Italian Grand Prix,Race,Liam Lawson,Lance Stroll,2023,12
Italian Grand Prix,Race,Oscar Piastri,Lance Stroll,2023,13
Italian Grand Prix,Race,Lance Stroll,Oscar Piastri,2023,13
Italian Grand Prix,Race,Sergio Perez,Carlos Sainz,2023,2
Italian Grand Prix,Race,Oscar Piastri,Lance Stroll,2023,13
Italian Grand Prix,Race,Charles Leclerc,Carlos Sainz,2023,3
Italian Grand Prix,Race,Carlos Sainz,Charles Leclerc,2023,3
Italian Grand Prix,Race,Charles Leclerc,Carlos Sainz,2023,3
Italian Grand Prix,Race,Carlos Sainz,Charles Leclerc,2023,3
Italian Grand Prix,Race,Charles Leclerc,Carlos Sainz,2023,3
Italian Grand Prix,Race,Carlos Sainz,Charles Leclerc,2023,3
Italian Grand Prix,Race,Lewis Hamilton,Alexander Albon,2023,6
Italian Grand Prix,Race,Lando Norris,Alexander Albon,2023,7
Italian Grand Prix,Race,Alexander Albon,Lando Norris,2023,7
Italian Grand Prix,Race,Oscar Piastri,Liam Lawson,2023,12
Italian Grand Prix,Race,Liam Lawson,Oscar Piastri,2023,12
Italian Grand Prix,Race,Oscar Piastri,Liam Lawson,2023,12
Italian Grand Prix,Race,Charles Leclerc,Carlos Sainz,2023,3
Italian Grand Prix,Race,Carlos Sainz,Charles Leclerc,2023,3
Italian Grand Prix,Race,Zhou Guanyu,Lance Stroll,2023,14
Italian Grand Prix,Race,Oscar Piastri,Logan Sargeant,2023,11
Singapore Grand Prix,Race,Charles Leclerc,George Russell,2023,2
Singapore Grand Prix,Race,Lewis Hamilton,Lando Norris,2023,4
Singapore Grand Prix,Race,Fernando Alonso,Kevin Magnussen,2023,6
Singapore Grand Prix,Race,Max Verstappen,Liam Lawson,2023,10
Singapore Grand Prix,Race,Pierre Gasly,Liam Lawson,2023,11
Singapore Grand Prix,Race,Yuki Tsunoda,Liam Lawson,2023,12
Singapore Grand Prix,Race,Yuki Tsunoda,Sergio Perez,2023,13
Singapore Grand Prix,Race,Yuki Tsunoda,Alexander Albon,2023,14
Singapore Grand Prix,Race,Oscar Piastri,Valtteri Bottas,2023,16
Singapore Grand Prix,Race,Oscar Piastri,Alexander Albon,2023,15
Singapore Grand Prix,Race,Lewis Hamilton,George Russell,2023,3
Singapore Grand Prix,Race,Liam Lawson,Yuki Tsunoda,2023,12
Singapore Grand Prix,Race,Alexander Albon,Oscar Piastri,2023,15
Singapore Grand Prix,Race,Kevin Magnussen,Nico Hulkenberg,2023,8
Singapore Grand Prix,Race,Kevin Magnussen,Max Verstappen,2023,9
Singapore Grand Prix,Race,Kevin Magnussen,Pierre Gasly,2023,10
Singapore Grand Prix,Race,Kevin Magnussen,Liam Lawson,2023,11
Singapore Grand Prix,Race,Kevin Magnussen,Yuki Tsunoda,2023,12
Singapore Grand Prix,Race,Kevin Magnussen,Sergio Perez,2023,13
Singapore Grand Prix,Race,Kevin Magnussen,Alexander Albon,2023,14
Singapore Grand Prix,Race,Kevin Magnussen,Oscar Piastri,2023,15
Singapore Grand Prix,Race,Kevin Magnussen,Valtteri Bottas,2023,16
Singapore Grand Prix,Race,Kevin Magnussen,Logan Sargeant,2023,17
Singapore Grand Prix,Race,Kevin Magnussen,Zhou Guanyu,2023,18
Singapore Grand Prix,Race,Esteban Ocon,Kevin Magnussen,2023,18
Singapore Grand Prix,Race,Oscar Piastri,Alexander Albon,2023,15
Singapore Grand Prix,Race,Logan Sargeant,Valtteri Bottas,2023,17
Singapore Grand Prix,Race,Sergio Perez,Yuki Tsunoda,2023,13
Singapore Grand Prix,Race,Liam Lawson,Pierre Gasly,2023,11
Singapore Grand Prix,Race,Pierre Gasly,Liam Lawson,2023,11
Singapore Grand Prix,Race,Oscar Piastri,Yuki Tsunoda,2023,14
Singapore Grand Prix,Race,Alexander Albon,Yuki Tsunoda,2023,15
Singapore Grand Prix,Race,Logan Sargeant,Yuki Tsunoda,2023,16
Singapore Grand Prix,Race,Valtteri Bottas,Yuki Tsunoda,2023,17
Singapore Grand Prix,Race,Zhou Guanyu,Yuki Tsunoda,2023,18
Singapore Grand Prix,Race,George Russell,Lewis Hamilton,2023,3
Singapore Grand Prix,Race,Max Verstappen,Nico Hulkenberg,2023,9
Singapore Grand Prix,Race,Lando Norris,Lewis Hamilton,2023,4
Singapore Grand Prix,Race,Max Verstappen,Kevin Magnussen,2023,8
Singapore Grand Prix,Race,Oscar Piastri,Sergio Perez,2023,13
Singapore Grand Prix,Race,Sergio Perez,Oscar Piastri,2023,13
Singapore Grand Prix,Race,Oscar Piastri,Sergio Perez,2023,13
Singapore Grand Prix,Race,Sergio Perez,Oscar Piastri,2023,13
Singapore Grand Prix,Race,Valtteri Bottas,Logan Sargeant,2023,16
Singapore Grand Prix,Race,Zhou Guanyu,Logan Sargeant,2023,17
Singapore Grand Prix,Race,Max Verstappen,Esteban Ocon,2023,7
Singapore Grand Prix,Race,Max Verstappen,Fernando Alonso,2023,6
Singapore Grand Prix,Race,Max Verstappen,Lewis Hamilton,2023,5
Singapore Grand Prix,Race,Max Verstappen,Lando Norris,2023,4
Singapore Grand Prix,Race,Max Verstappen,George Russell,2023,3
Singapore Grand Prix,Race,Max Verstappen,Charles Leclerc,2023,2
Singapore Grand Prix,Race,Sergio Perez,Liam Lawson,2023,12
Singapore Grand Prix,Race,Sergio Perez,Pierre Gasly,2023,11
Singapore Grand Prix,Race,Sergio Perez,Nico Hulkenberg,2023,10
Singapore Grand Prix,Race,Sergio Perez,Kevin Magnussen,2023,9
Singapore Grand Prix,Race,George Russell,Charles Leclerc,2023,3
Singapore Grand Prix,Race,Lando Norris,Charles Leclerc,2023,4
Singapore Grand Prix,Race,Sergio Perez,Charles Leclerc,2023,5
Singapore Grand Prix,Race,Sergio Perez,Lewis Hamilton,2023,6
Singapore Grand Prix,Race,Sergio Perez,Esteban Ocon,2023,8
Singapore Grand Prix,Race,Sergio Perez,Fernando Alonso,2023,7
Singapore Grand Prix,Race,Sergio Perez,Lando Norris,2023,4
Singapore Grand Prix,Race,Valtteri Bottas,Alexander Albon,2023,15
Singapore Grand Prix,Race,Valtteri Bottas,Oscar Piastri,2023,14
Singapore Grand Prix,Race,Valtteri Bottas,Liam Lawson,2023,13
Singapore Grand Prix,Race,Valtteri Bottas,Pierre Gasly,2023,12
Singapore Grand Prix,Race,Valtteri Bottas,Nico Hulkenberg,2023,11
Singapore Grand Prix,Race,Valtteri Bottas,Kevin Magnussen,2023,10
Singapore Grand Prix,Race,Pierre Gasly,Nico Hulkenberg,2023,12
Singapore Grand Prix,Race,Oscar Piastri,Nico Hulkenberg,2023,13
Singapore Grand Prix,Race,Oscar Piastri,Liam Lawson,2023,14
Singapore Grand Prix,Race,Liam Lawson,Nico Hulkenberg,2023,14
Singapore Grand Prix,Race,Lewis Hamilton,Charles Leclerc,2023,6
Singapore Grand Prix,Race,Kevin Magnussen,Valtteri Bottas,2023,10
Singapore Grand Prix,Race,Pierre Gasly,Valtteri Bottas,2023,11
Singapore Grand Prix,Race,George Russell,Max Verstappen,2023,2
Singapore Grand Prix,Race,Lando Norris,Sergio Perez,2023,4
Singapore Grand Prix,Race,Pierre Gasly,Kevin Magnussen,2023,10
Singapore Grand Prix,Race,Kevin Magnussen,Pierre Gasly,2023,10
Singapore Grand Prix,Race,Oscar Piastri,Valtteri Bottas,2023,12
Singapore Grand Prix,Race,Liam Lawson,Valtteri Bottas,2023,13
Singapore Grand Prix,Race,Nico Hulkenberg,Valtteri Bottas,2023,14
Singapore Grand Prix,Race,Alexander Albon,Valtteri Bottas,2023,15
Singapore Grand Prix,Race,Valtteri Bottas,Alexander Albon,2023,15
Singapore Grand Prix,Race,Alexander Albon,Valtteri Bottas,2023,15
Singapore Grand Prix,Race,Lewis Hamilton,Sergio Perez,2023,5
Singapore Grand Prix,Race,Zhou Guanyu,Valtteri Bottas,2023,16
Singapore Grand Prix,Race,Lando Norris,Max Verstappen,2023,3
Singapore Grand Prix,Race,Charles Leclerc,Sergio Perez,2023,6
Singapore Grand Prix,Race,Lewis Hamilton,Max Verstappen,2023,4
Singapore Grand Prix,Race,Charles Leclerc,Max Verstappen,2023,5
Singapore Grand Prix,Race,Esteban Ocon,Fernando Alonso,2023,8
Singapore Grand Prix,Race,Kevin Magnussen,Fernando Alonso,2023,9
Singapore Grand Prix,Race,Pierre Gasly,Fernando Alonso,2023,10
Singapore Grand Prix,Race,Oscar Piastri,Fernando Alonso,2023,11
Singapore Grand Prix,Race,Liam Lawson,Fernando Alonso,2023,12
Singapore Grand Prix,Race,Nico Hulkenberg,Fernando Alonso,2023,13
Singapore Grand Prix,Race,Alexander Albon,Fernando Alonso,2023,14
Singapore Grand Prix,Race,Zhou Guanyu,Fernando Alonso,2023,15
Singapore Grand Prix,Race,Fernando Alonso,Kevin Magnussen,2023,9
Singapore Grand Prix,Race,Fernando Alonso,Pierre Gasly,2023,10
Singapore Grand Prix,Race,Fernando Alonso,Oscar Piastri,2023,11
Singapore Grand Prix,Race,Fernando Alonso,Esteban Ocon,2023,8
Singapore Grand Prix,Race,Fernando Alonso,Nico Hulkenberg,2023,13
Singapore Grand Prix,Race,Fernando Alonso,Alexander Albon,2023,14
Singapore Grand Prix,Race,Fernando Alonso,Zhou Guanyu,2023,15
Singapore Grand Prix,Race,Fernando Alonso,Liam Lawson,2023,12
Singapore Grand Prix,Race,Pierre Gasly,Kevin Magnussen,2023,10
Singapore Grand Prix,Race,Kevin Magnussen,Pierre Gasly,2023,10
Singapore Grand Prix,Race,Pierre Gasly,Kevin Magnussen,2023,10
Singapore Grand Prix,Race,Oscar Piastri,Kevin Magnussen,2023,11
Singapore Grand Prix,Race,Liam Lawson,Kevin Magnussen,2023,12
Singapore Grand Prix,Race,Nico Hulkenberg,Kevin Magnussen,2023,13
Singapore Grand Prix,Race,Alexander Albon,Kevin Magnussen,2023,14
Singapore Grand Prix,Race,Zhou Guanyu,Kevin Magnussen,2023,15
Singapore Grand Prix,Race,Esteban Ocon,Fernando Alonso,2023,8
Singapore Grand Prix,Race,Fernando Alonso,Esteban Ocon,2023,8
Singapore Grand Prix,Race,Esteban Ocon,Fernando Alonso,2023,8
Singapore Grand Prix,Race,Esteban Ocon,Sergio Perez,2023,7
Singapore Grand Prix,Race,Fernando Alonso,Sergio Perez,2023,8
Singapore Grand Prix,Race,Pierre Gasly,Sergio Perez,2023,9
Singapore Grand Prix,Race,Sergio Perez,Pierre Gasly,2023,9
Singapore Grand Prix,Race,Pierre Gasly,Sergio Perez,2023,9
Singapore Grand Prix,Race,Oscar Piastri,Sergio Perez,2023,10
Singapore Grand Prix,Race,Liam Lawson,Sergio Perez,2023,11
Singapore Grand Prix,Race,Nico Hulkenberg,Sergio Perez,2023,12
Singapore Grand Prix,Race,Alexander Albon,Sergio Perez,2023,13
Singapore Grand Prix,Race,Zhou Guanyu,Sergio Perez,2023,14
Singapore Grand Prix,Race,Kevin Magnussen,Sergio Perez,2023,15
Singapore Grand Prix,Race,Valtteri Bottas,Sergio Perez,2023,16
Singapore Grand Prix,Race,Logan Sargeant,Sergio Perez,2023,17
Singapore Grand Prix,Race,Esteban Ocon,Max Verstappen,2023,6
Singapore Grand Prix,Race,Fernando Alonso,Max Verstappen,2023,7
Singapore Grand Prix,Race,Pierre Gasly,Max Verstappen,2023,8
Singapore Grand Prix,Race,Oscar Piastri,Max Verstappen,2023,9
Singapore Grand Prix,Race,Liam Lawson,Max Verstappen,2023,10
Singapore Grand Prix,Race,Nico Hulkenberg,Max Verstappen,2023,11
Singapore Grand Prix,Race,Alexander Albon,Max Verstappen,2023,12
Singapore Grand Prix,Race,Zhou Guanyu,Max Verstappen,2023,13
Singapore Grand Prix,Race,Kevin Magnussen,Max Verstappen,2023,14
Singapore Grand Prix,Race,Logan Sargeant,Valtteri Bottas,2023,16
Singapore Grand Prix,Race,Sergio Perez,Valtteri Bottas,2023,17
Singapore Grand Prix,Race,Fernando Alonso,Esteban Ocon,2023,6
Singapore Grand Prix,Race,Pierre Gasly,Esteban Ocon,2023,7
Singapore Grand Prix,Race,Oscar Piastri,Esteban Ocon,2023,8
Singapore Grand Prix,Race,Liam Lawson,Esteban Ocon,2023,9
Singapore Grand Prix,Race,Nico Hulkenberg,Esteban Ocon,2023,10
Singapore Grand Prix,Race,Alexander Albon,Esteban Ocon,2023,11
Singapore Grand Prix,Race,Zhou Guanyu,Esteban Ocon,2023,12
Singapore Grand Prix,Race,Kevin Magnussen,Esteban Ocon,2023,13
Singapore Grand Prix,Race,Max Verstappen,Esteban Ocon,2023,14
Singapore Grand Prix,Race,Logan Sargeant,Esteban Ocon,2023,15
Singapore Grand Prix,Race,Sergio Perez,Esteban Ocon,2023,16
Singapore Grand Prix,Race,Max Verstappen,Kevin Magnussen,2023,13
Singapore Grand Prix,Race,Valtteri Bottas,Esteban Ocon,2023,17
Singapore Grand Prix,Race,Sergio Perez,Logan Sargeant,2023,15
Singapore Grand Prix,Race,Zhou Guanyu,Alexander Albon,2023,11
Singapore Grand Prix,Race,Max Verstappen,Alexander Albon,2023,12
Singapore Grand Prix,Race,Sergio Perez,Kevin Magnussen,2023,14
Singapore Grand Prix,Race,Sergio Perez,Alexander Albon,2023,13
Singapore Grand Prix,Race,Alexander Albon,Sergio Perez,2023,13
Singapore Grand Prix,Race,Valtteri Bottas,Logan Sargeant,2023,16
Singapore Grand Prix,Race,Lando Norris,George Russell,2023,2
Singapore Grand Prix,Race,Charles Leclerc,Lewis Hamilton,2023,4
Singapore Grand Prix,Race,Charles Leclerc,George Russell,2023,3
Singapore Grand Prix,Race,Pierre Gasly,Fernando Alonso,2023,6
Singapore Grand Prix,Race,Oscar Piastri,Fernando Alonso,2023,7
Singapore Grand Prix,Race,Liam Lawson,Fernando Alonso,2023,8
Singapore Grand Prix,Race,Nico Hulkenberg,Fernando Alonso,2023,9
Singapore Grand Prix,Race,Zhou Guanyu,Fernando Alonso,2023,10
Singapore Grand Prix,Race,Max Verstappen,Fernando Alonso,2023,11
Singapore Grand Prix,Race,Alexander Albon,Fernando Alonso,2023,12
Singapore Grand Prix,Race,Sergio Perez,Fernando Alonso,2023,13
Singapore Grand Prix,Race,Kevin Magnussen,Fernando Alonso,2023,14
Singapore Grand Prix,Race,Valtteri Bottas,Fernando Alonso,2023,15
Singapore Grand Prix,Race,Logan Sargeant,Fernando Alonso,2023,16
Singapore Grand Prix,Race,Max Verstappen,Zhou Guanyu,2023,10
Singapore Grand Prix,Race,Max Verstappen,Nico Hulkenberg,2023,9
Singapore Grand Prix,Race,Max Verstappen,Liam Lawson,2023,8
Singapore Grand Prix,Race,Alexander Albon,Zhou Guanyu,2023,11
Singapore Grand Prix,Race,Sergio Perez,Zhou Guanyu,2023,12
Singapore Grand Prix,Race,Logan Sargeant,Valtteri Bottas,2023,15
Singapore Grand Prix,Race,Fernando Alonso,Valtteri Bottas,2023,16
Singapore Grand Prix,Race,George Russell,Charles Leclerc,2023,3
Singapore Grand Prix,Race,Alexander Albon,Nico Hulkenberg,2023,10
Singapore Grand Prix,Race,Sergio Perez,Nico Hulkenberg,2023,11
Singapore Grand Prix,Race,Lewis Hamilton,Charles Leclerc,2023,4
Singapore Grand Prix,Race,Max Verstappen,Oscar Piastri,2023,7
Singapore Grand Prix,Race,Max Verstappen,Pierre Gasly,2023,6
Singapore Grand Prix,Race,Sergio Perez,Alexander Albon,2023,10
Singapore Grand Prix,Race,Nico Hulkenberg,Alexander Albon,2023,11
Singapore Grand Prix,Race,Zhou Guanyu,Alexander Albon,2023,12
Singapore Grand Prix,Race,Kevin Magnussen,Alexander Albon,2023,13
Singapore Grand Prix,Race,Kevin Magnussen,Zhou Guanyu,2023,12
Singapore Grand Prix,Race,Alexander Albon,Zhou Guanyu,2023,13
Singapore Grand Prix,Race,Kevin Magnussen,Nico Hulkenberg,2023,11
Singapore Grand Prix,Race,Alexander Albon,Nico Hulkenberg,2023,12
Singapore Grand Prix,Race,Sergio Perez,Liam Lawson,2023,9
Singapore Grand Prix,Race,Lewis Hamilton,George Russell,2023,3
Singapore Grand Prix,Race,Zhou Guanyu,Nico Hulkenberg,2023,13
Singapore Grand Prix,Race,Charles Leclerc,George Russell,2023,4
Singapore Grand Prix,Race,Max Verstappen,George Russell,2023,5
Singapore Grand Prix,Race,Pierre Gasly,George Russell,2023,6
Singapore Grand Prix,Race,Oscar Piastri,George Russell,2023,7
Singapore Grand Prix,Race,Sergio Perez,George Russell,2023,8
Singapore Grand Prix,Race,Liam Lawson,George Russell,2023,9
Singapore Grand Prix,Race,Kevin Magnussen,George Russell,2023,10
Singapore Grand Prix,Race,Alexander Albon,George Russell,2023,11
Singapore Grand Prix,Race,Zhou Guanyu,George Russell,2023,12
Singapore Grand Prix,Race,Nico Hulkenberg,George Russell,2023,13
Singapore Grand Prix,Race,Logan Sargeant,George Russell,2023,14
Singapore Grand Prix,Race,Fernando Alonso,George Russell,2023,15
Japanese Grand Prix,Race,Lando Norris,Oscar Piastri,2023,2
Japanese Grand Prix,Race,Lando Norris,Max Verstappen,2023,1
Japanese Grand Prix,Race,Carlos Sainz,Sergio Perez,2023,5
Japanese Grand Prix,Race,Carlos Sainz,Charles Leclerc,2023,4
Japanese Grand Prix,Race,Charles Leclerc,Carlos Sainz,2023,4
Japanese Grand Prix,Race,Esteban Ocon,Alexander Albon,2023,13
Japanese Grand Prix,Race,Valtteri Bottas,Kevin Magnussen,2023,15
Japanese Grand Prix,Race,Valtteri Bottas,Alexander Albon,2023,14
Japanese Grand Prix,Race,Lance Stroll,Alexander Albon,2023,15
Japanese Grand Prix,Race,Lance Stroll,Kevin Magnussen,2023,16
Japanese Grand Prix,Race,Fernando Alonso,Yuki Tsunoda,2023,9
Japanese Grand Prix,Race,Fernando Alonso,George Russell,2023,8
Japanese Grand Prix,Race,Lance Stroll,Valtteri Bottas,2023,14
Japanese Grand Prix,Race,Lance Stroll,Esteban Ocon,2023,13
Japanese Grand Prix,Race,Nico Hulkenberg,Kevin Magnussen,2023,17
Japanese Grand Prix,Race,Nico Hulkenberg,Alexander Albon,2023,16
Japanese Grand Prix,Race,Nico Hulkenberg,Valtteri Bottas,2023,15
Japanese Grand Prix,Race,Kevin Magnussen,Alexander Albon,2023,17
Japanese Grand Prix,Race,Max Verstappen,Lando Norris,2023,1
Japanese Grand Prix,Race,Liam Lawson,Yuki Tsunoda,2023,10
Japanese Grand Prix,Race,Nico Hulkenberg,Esteban Ocon,2023,14
Japanese Grand Prix,Race,Kevin Magnussen,Esteban Ocon,2023,15
Japanese Grand Prix,Race,Kevin Magnussen,Valtteri Bottas,2023,16
Japanese Grand Prix,Race,Valtteri Bottas,Esteban Ocon,2023,16
Japanese Grand Prix,Race,Fernando Alonso,Lewis Hamilton,2023,7
Japanese Grand Prix,Race,Fernando Alonso,Sergio Perez,2023,6
Japanese Grand Prix,Race,Alexander Albon,Esteban Ocon,2023,17
Japanese Grand Prix,Race,Alexander Albon,Valtteri Bottas,2023,16
Japanese Grand Prix,Race,Yuki Tsunoda,Liam Lawson,2023,10
Japanese Grand Prix,Race,Zhou Guanyu,Esteban Ocon,2023,18
Japanese Grand Prix,Race,Zhou Guanyu,Valtteri Bottas,2023,17
Japanese Grand Prix,Race,Esteban Ocon,Valtteri Bottas,2023,18
Japanese Grand Prix,Race,Logan Sargeant,Valtteri Bottas,2023,19
Japanese Grand Prix,Race,Liam Lawson,Yuki Tsunoda,2023,10
Japanese Grand Prix,Race,Yuki Tsunoda,Liam Lawson,2023,10
Japanese Grand Prix,Race,Lance Stroll,Pierre Gasly,2023,12
Japanese Grand Prix,Race,Logan Sargeant,Esteban Ocon,2023,18
Japanese Grand Prix,Race,Logan Sargeant,Zhou Guanyu,2023,17
Japanese Grand Prix,Race,Nico Hulkenberg,Pierre Gasly,2023,13
Japanese Grand Prix,Race,Kevin Magnussen,Pierre Gasly,2023,14
Japanese Grand Prix,Race,Pierre Gasly,Kevin Magnussen,2023,14
Japanese Grand Prix,Race,Pierre Gasly,Nico Hulkenberg,2023,13
Japanese Grand Prix,Race,Liam Lawson,Yuki Tsunoda,2023,10
Japanese Grand Prix,Race,Nico Hulkenberg,Pierre Gasly,2023,13
Japanese Grand Prix,Race,Logan Sargeant,Alexander Albon,2023,16
Japanese Grand Prix,Race,Esteban Ocon,Alexander Albon,2023,17
Japanese Grand Prix,Race,Esteban Ocon,Zhou Guanyu,2023,18
Japanese Grand Prix,Race,Zhou Guanyu,Alexander Albon,2023,18
Japanese Grand Prix,Race,Sergio Perez,Fernando Alonso,2023,6
Japanese Grand Prix,Race,Fernando Alonso,Sergio Perez,2023,6
Japanese Grand Prix,Race,Lewis Hamilton,Sergio Perez,2023,7
Japanese Grand Prix,Race,George Russell,Sergio Perez,2023,8
Japanese Grand Prix,Race,Esteban Ocon,Logan Sargeant,2023,16
Japanese Grand Prix,Race,Liam Lawson,Sergio Perez,2023,9
Japanese Grand Prix,Race,Yuki Tsunoda,Sergio Perez,2023,10
Japanese Grand Prix,Race,Lance Stroll,Sergio Perez,2023,11
Japanese Grand Prix,Race,Nico Hulkenberg,Sergio Perez,2023,12
Japanese Grand Prix,Race,Pierre Gasly,Sergio Perez,2023,13
Japanese Grand Prix,Race,Kevin Magnussen,Sergio Perez,2023,14
Japanese Grand Prix,Race,Esteban Ocon,Sergio Perez,2023,15
Japanese Grand Prix,Race,Zhou Guanyu,Logan Sargeant,2023,17
Japanese Grand Prix,Race,Zhou Guanyu,Sergio Perez,2023,16
Japanese Grand Prix,Race,Alexander Albon,Logan Sargeant,2023,18
Japanese Grand Prix,Race,Alexander Albon,Sergio Perez,2023,17
Japanese Grand Prix,Race,Sergio Perez,Alexander Albon,2023,17
Japanese Grand Prix,Race,Alexander Albon,Sergio Perez,2023,17
Japanese Grand Prix,Race,Sergio Perez,Alexander Albon,2023,17
Japanese Grand Prix,Race,George Russell,Lewis Hamilton,2023,7
Japanese Grand Prix,Race,Lewis Hamilton,George Russell,2023,7
Japanese Grand Prix,Race,Valtteri Bottas,Logan Sargeant,2023,19
Japanese Grand Prix,Race,Logan Sargeant,Valtteri Bottas,2023,19
Japanese Grand Prix,Race,Sergio Perez,Zhou Guanyu,2023,16
Japanese Grand Prix,Race,Pierre Gasly,Nico Hulkenberg,2023,12
Japanese Grand Prix,Race,Kevin Magnussen,Nico Hulkenberg,2023,13
Japanese Grand Prix,Race,Esteban Ocon,Nico Hulkenberg,2023,14
Japanese Grand Prix,Race,Sergio Perez,Nico Hulkenberg,2023,15
Japanese Grand Prix,Race,Zhou Guanyu,Nico Hulkenberg,2023,16
Japanese Grand Prix,Race,Alexander Albon,Nico Hulkenberg,2023,17
