Year,Round,Race,Driver,Team,LapNumber,V_Max,V_Max_Scaled,Apex_Speed,Apex_Speed_Scaled,Max_Corner_G,Speed_at_Max_G,Speed_at_Max_G_Scaled,Apex_G,Benchmark_G,Benchmark_Apex_Speed,Car_Score_Original,Car_Score_Scaled,Car_Score_Mixed,Is_Imputed,Imputation_Reason
2018,2,Bahrain_Grand_Prix,VET,Ferrari,5,322.0,6.578774360176551,161.66666666619298,8.738880918199909,5.979384814963328,193.4142259410636,9.018555007743904,0.9443787823181414,5.416001564098821,152.00000000010124,241.8333333330965,10.0,7.65882763918823,False,
2018,2,Bahrain_Grand_Prix,RAI,Ferrari,2,321.0,6.071613054705955,156.66666666683466,6.5760401723579385,6.230353563986752,195.50000000011457,10.0,0.7967496566285638,5.416001564098821,152.00000000010124,238.83333333341733,7.272153231107811,6.3238266135319465,False,
2018,2,Bahrain_Grand_Prix,BOT,Mercedes,2,322.82916666666074,6.999295609292913,159.6666666667627,7.87374461999852,5.941566110461976,185.66666666675508,5.373000390271527,1.2274113186889135,5.416001564098821,152.00000000010124,241.2479166667117,9.467691012658614,7.436520114645717,False,
2018,2,Bahrain_Grand_Prix,HAM,Mercedes,2,322.0,6.578774360176551,148.68750000017556,3.124506815012116,5.768954063481181,176.90794979085663,1.2516533157227323,1.1013098737692844,5.416001564098821,152.00000000010124,235.34375000008777,4.09913702390079,4.851640587594334,False,
2018,2,Bahrain_Grand_Prix,RIC,Red Bull Racing,2,322.0,6.578774360176551,154.97489539758718,5.844233805509374,6.057019630157959,189.57142857153937,7.210356167505915,1.132562981639006,5.416001564098821,152.00000000010124,238.4874476987936,6.957645560802632,6.211504082842962,False,
2018,2,Bahrain_Grand_Prix,GAS,Toro Rosso,8,321.0,6.071613054705955,157.83333333285964,7.080703012841591,6.064895666851674,188.3892857138132,6.654107909065802,1.0236668982199253,5.416001564098821,152.00000000010124,239.41666666642985,7.802567880379612,6.576158033773773,False,
2018,2,Bahrain_Grand_Prix,MAG,Haas F1 Team,12,325.0,8.100258276588338,153.99999999943157,5.422525107442297,6.085027482844577,192.94166666596504,8.796195863867744,0.9400618452757864,5.416001564098821,152.00000000010124,239.49999999971573,7.878341401702759,6.761391692015318,False,
2018,2,Bahrain_Grand_Prix,HUL,Renault,2,317.8333333333387,4.465602254051799,147.714285714411,2.703525312620674,5.887979395502579,182.1840796021135,3.734295747332638,0.9572646919899838,5.416001564098821,152.00000000010124,232.7738095238749,1.7623357488900122,3.584563783336237,False,
2018,2,Bahrain_Grand_Prix,OCO,Force India,2,328.74583333333936,10.0,145.9666666667603,1.9475609756299563,5.826541363639624,180.5820895523302,2.980491611558066,0.6435032398307303,5.416001564098821,152.00000000010124,237.35625000004984,5.92906756486051,5.973780487814978,False,
2018,2,Bahrain_Grand_Prix,SAI,Renault,2,322.8291666666716,6.99929560929842,143.77611940309785,1.0,6.063248754001116,181.71250000011244,3.512397581121547,0.7695953080574598,5.416001564098821,152.00000000010124,233.3026430348848,2.243194677038172,3.99964780464921,False,
2018,2,Bahrain_Grand_Prix,HAR,Toro Rosso,2,319.0,5.057290443764764,152.00000000010587,4.557388809286165,6.072561692634883,185.5000000000757,5.294576668066948,0.913733301959152,5.416001564098821,152.00000000010124,235.5000000000529,4.241212376430768,4.807339626525464,False,
2018,2,Bahrain_Grand_Prix,PER,Force India,2,323.0,7.0859356656471455,146.3333333334287,2.106169297012809,5.772722079499381,177.82845188293575,1.684788517837274,0.8151778648842186,5.416001564098821,152.00000000010124,234.66666666671435,3.4834771627638075,4.596052481329977,False,
2018,2,Bahrain_Grand_Prix,ALO,McLaren,8,316.0,3.5358065273529773,164.5820895517261,10.0,6.340248409028879,194.9999999995908,9.764728833157774,1.3789222900535931,5.416001564098821,152.00000000010124,240.29104477586304,8.59762438066713,6.767903263676489,False,
2018,2,Bahrain_Grand_Prix,SAR,McLaren,5,311.0,1.0,156.41666666603342,6.467898134705372,6.203385970367539,190.9748953970192,7.870746722124023,1.2238115040793374,5.416001564098821,152.00000000010124,233.7083333330167,2.612081666721012,3.733949067352686,False,
2018,2,Bahrain_Grand_Prix,VER,Red Bull Racing,2,319.83333333332826,5.479924864987685,157.00000000009854,6.720229555402532,5.9005897832652,187.7500000000912,6.353296917755067,0.9330589471102136,5.416001564098821,152.00000000010124,238.4166666667134,6.89328562424284,6.100077210195108,False,
2018,2,Bahrain_Grand_Prix,GRO,Haas F1 Team,6,326.8009950248509,9.013653264537776,148.41791044742547,3.007890961128908,6.001089375122302,179.74999999944507,2.5889582519192498,0.7101119890534175,5.416001564098821,152.00000000010124,237.6094527361382,6.159300320056225,6.010772112833342,False,
2018,2,Bahrain_Grand_Prix,ERI,Sauber,5,325.0,8.100258276588338,152.00000000009663,4.557388809282168,6.184880494987149,177.98507462695764,1.7584861492401846,0.5525951969056773,5.416001564098821,152.00000000010124,238.50000000004832,6.96905914561049,6.328823542935253,False,
2018,2,Bahrain_Grand_Prix,SIR,Williams,7,321.0,6.071613054705955,147.96666666628093,2.812697273870416,5.9903843095927405,176.373134327993,1.0,0.776644733320852,5.416001564098821,152.00000000010124,234.48333333314048,3.316775415539408,4.442155164288185,False,
2018,2,Bahrain_Grand_Prix,LEC,Sauber,2,319.8291666666615,5.4778116928815015,148.0000000001208,2.827116212396988,6.28055371668744,185.0000000000791,5.059305501472829,0.6901132921044127,5.416001564098821,152.00000000010124,233.9145833333912,2.7996211324428764,4.152463952639245,False,
2018,2,Bahrain_Grand_Prix,STR,Williams,2,318.83333333332735,4.972763559516628,145.0375000001322,1.545633070326101,6.231272112939382,178.75000000009118,2.118415919031798,0.6966211006519759,5.416001564098821,152.00000000010124,231.9354166667298,1.0,3.2591983149213646,False,
2018,3,Chinese_Grand_Prix,VET,Ferrari,3,294.9125000001759,3.2106250000791534,182.0833333314271,4.441333490277055,7.423105308124638,194.6999999992388,5.634787176954533,5.777515977977238,5.498726419371845,188.579166664524,238.49791666580148,4.35673058078677,3.825979245178104,False,
2018,3,Chinese_Grand_Prix,RAI,Ferrari,13,299.0,5.05,195.1125000065825,6.110748605690151,8.424643933947747,195.1125000065825,5.693313189548903,8.424643933947747,5.498726419371845,188.579166664524,247.05625000329127,6.165182939550723,5.580374302845076,False,
2018,3,Chinese_Grand_Prix,BOT,Mercedes,5,310.0,10.0,219.316666659468,9.212006166801412,8.30929113880874,219.316666659468,9.127430370503122,8.30929113880874,5.498726419371845,188.579166664524,264.658333329734,9.88466053589796,9.606003083400706,False,
2018,3,Chinese_Grand_Prix,HAM,Mercedes,12,295.0,3.25,225.46666667860555,10.0,8.374528892700667,225.46666667860555,10.0,8.374528892700667,5.498726419371845,188.579166664524,260.2333333393028,8.949618471671359,6.625,False,
2018,3,Chinese_Grand_Prix,VER,Red Bull Racing,3,297.9916666668379,4.596250000077049,185.00833333129293,4.816111043907597,8.433392899736102,185.00833333129293,4.259721491207968,8.433392899736102,5.498726419371845,188.579166664524,241.4999999990654,4.991097632308918,4.706180521992323,False,
2018,3,Chinese_Grand_Prix,RIC,Red Bull Racing,9,290.0,1.0,155.22500000519562,1.0,7.211539150719731,166.5820895619613,1.645383174331078,6.772257786101461,5.498726419371845,188.579166664524,222.6125000025978,1.0,1.0,False,
2018,3,Chinese_Grand_Prix,HUL,Renault,3,293.0,2.35,177.7958333312506,3.8919800675998593,8.467911421501473,177.7958333312506,3.2364030467853047,8.467911421501473,5.498726419371845,188.579166664524,235.3979166656253,3.701672862021729,3.120990033799929,False,
2018,3,Chinese_Grand_Prix,PER,Force India,6,294.0,2.8,191.07142858423285,5.592969849524691,1.1358744649228223,191.07142858423285,5.119960964703774,1.1358744649228223,5.498726419371845,188.579166664524,242.53571429211644,5.20995332329595,4.196484924762345,False,
2018,3,Chinese_Grand_Prix,SAI,Renault,3,301.84583333315885,6.330624999921483,192.1499999977549,5.731166210479965,8.287772225665563,192.1499999977549,5.272990014419916,8.287772225665563,5.498726419371845,188.579166664524,246.9979166654569,6.152856583677316,6.030895605200724,False,
2018,3,Chinese_Grand_Prix,GRO,Haas F1 Team,16,296.0,3.7,179.8250000066319,4.151975323170084,8.37970446640638,179.8250000066319,3.524303731112974,8.37970446640638,5.498726419371845,188.579166664524,237.912500003316,4.233026805485796,3.925987661585042,False,
2018,3,Chinese_Grand_Prix,MAG,Haas F1 Team,4,309.9083333335321,9.958750000089438,220.4999999943654,9.36362557616984,8.372762537440586,220.4999999943654,9.29532317154209,8.372762537440586,5.498726419371845,188.579166664524,265.20416666394874,10.0,9.661187788129638,False,
2018,3,Chinese_Grand_Prix,OCO,Force India,3,295.98750000027314,3.6943750001229145,201.95416666238177,6.9873650474452615,8.462752501646438,201.95416666238177,6.664017339209877,8.462752501646438,5.498726419371845,188.579166664524,248.97083333132747,6.569751516059657,5.340870023784088,False,
2018,3,Chinese_Grand_Prix,ALO,McLaren,3,303.0,6.8500000000000005,166.37499999804896,2.4286392206816423,7.898263106311408,166.37499999804896,1.6160010501858153,7.898263106311408,5.498726419371845,188.579166664524,234.68749999902448,3.5515554681605184,4.639319610340822,False,
2018,3,Chinese_Grand_Prix,SAR,McLaren,9,292.8249999993181,2.2712499996931426,155.3666666696521,1.018151619124249,7.303087512063596,162.03333333631116,1.0,5.704141820510505,5.498726419371845,188.579166664524,224.0958333344851,1.3134415962900028,1.644700809408696,False,Outlier fastest lap (Lap 6) removed. Using 2nd fastest (Lap 9)
2018,3,Chinese_Grand_Prix,HAR,Toro Rosso,6,292.99166666684306,2.346250000079377,197.4583333323893,6.411318067266623,8.353708572255686,197.4583333323893,6.026142930945826,8.353708572255686,5.498726419371845,188.579166664524,245.22499999961616,5.778223439606298,4.378784033673,False,
2018,3,Chinese_Grand_Prix,SIR,Williams,4,290.0,1.0,173.0,3.277494363808969,3.5858062618113364,176.95000000115417,3.1163951649703927,1.939162933164109,5.498726419371845,188.579166664524,231.5,2.878008217255395,2.1387471819044848,False,
2018,3,Chinese_Grand_Prix,GAS,Toro Rosso,3,302.8250000001737,6.771250000078166,214.28333333072985,8.56708980726702,8.38013635903745,214.28333333072985,8.413294795848717,8.38013635903745,5.498726419371845,188.579166664524,258.55416666545176,8.594795539175678,7.669169903672593,False,
2018,3,Chinese_Grand_Prix,STR,Williams,4,306.0,8.2,168.73333333180773,2.7308102967541243,8.416643044284331,168.73333333180773,1.95060430821257,8.416643044284331,5.498726419371845,188.579166664524,237.36666666590384,4.117687340708134,5.465405148377062,False,
2018,3,Chinese_Grand_Prix,LEC,Sauber,3,292.8291666667593,2.273125000041688,197.7583333312226,6.449756790568185,8.385055455175905,197.7583333312226,6.068707302818422,8.385055455175905,5.498726419371845,188.579166664524,245.29374999899096,5.792750929204039,4.361440895304936,False,
2018,3,Chinese_Grand_Prix,ERI,Sauber,6,299.0,5.05,216.74999999812007,8.883141533512806,7.981501824475646,216.74999999812007,8.76326852159821,7.981501824475646,5.498726419371845,188.579166664524,257.87499999906004,8.451281549781314,6.966570766756403,False,
2018,4,Azerbaijan_Grand_Prix,VET,Ferrari,6,324.0,1.947368421052632,117.49999999999244,2.798897649853821,5.898271969183594,125.60416666668296,2.960097052112885,3.721606703030132,4.742396022516014,113.2541666666559,220.74999999999625,2.3797488350076907,2.3731330354532263,False,
2018,4,Azerbaijan_Grand_Prix,HAM,Mercedes,3,332.1625000000274,5.813815789486673,103.24999999998695,1.4833116435740947,6.38004487651835,117.6666666666376,2.363919451942295,3.228213261839448,4.742396022516014,113.2541666666559,217.7062500000072,1.799895347922568,3.648563716530384,False,
2018,4,Azerbaijan_Grand_Prix,BOT,Mercedes,20,330.0,4.789473684210526,99.1708333333528,1.1067155324228968,6.410324763685344,113.02083333340391,2.0149756072325022,1.15571745469311,4.742396022516014,113.2541666666559,214.5854166666764,1.205357001819936,2.948094608316711,False,
2018,4,Azerbaijan_Grand_Prix,RIC,Red Bull Racing,2,341.0,10.0,125.0,3.491311337369901,6.124919089277078,126.64583333334646,3.038335582318315,5.2314043096379725,4.742396022516014,113.2541666666559,233.0,4.713450754291658,6.74565566868495,False,
2018,4,Azerbaijan_Grand_Prix,VER,Red Bull Racing,10,335.0,7.157894736842105,107.0,1.829518487332988,6.511171293983498,116.01250000003851,2.239676665980771,4.3571984907012205,4.742396022516014,113.2541666666559,221.0,2.427375404789702,4.493706612087546,False,
2018,4,Azerbaijan_Grand_Prix,RAI,Ferrari,5,325.32916666669485,2.576973684223874,103.16250000000429,1.475233483888014,6.801027306948226,112.68333333332,1.989626323439563,1.2403234096859612,4.742396022516014,113.2541666666559,214.2458333333496,1.1406642445349218,2.026103584055944,False,
2018,4,Azerbaijan_Grand_Prix,OCO,Force India,6,333.83333333339505,6.605263157923969,120.2500000000026,3.0527826686104,5.766363116910141,122.50000000000853,2.7269462320994133,5.043137486688547,4.742396022516014,113.2541666666559,227.04166666669883,3.578350841177022,4.829022913267185,False,
2018,4,Azerbaijan_Grand_Prix,PER,Force India,7,328.0,3.842105263157895,101.2039800994809,1.2944193523688603,6.233102850337385,110.97907949799882,1.86162154087358,3.367785802972548,4.742396022516014,113.2541666666559,214.60199004974044,1.2085143353599823,2.5682623077633773,False,
2018,4,Azerbaijan_Grand_Prix,HUL,Renault,3,328.0,3.842105263157895,105.48132780084303,1.6893118983269402,5.888457444749537,129.5625000000151,3.257403466894331,0.701688075696705,4.742396022516014,113.2541666666559,216.7406639004215,1.6159451329155183,2.7657085807424173,False,
2018,4,Azerbaijan_Grand_Prix,SAI,Renault,4,336.0,7.63157894736842,116.25311203319754,2.6837826771862208,5.78017341106114,122.3625000000203,2.7166187461131504,3.461008479059048,4.742396022516014,113.2541666666559,226.1265560165988,3.404016516238653,5.15768081227732,False,
2018,4,Azerbaijan_Grand_Prix,STR,Williams,6,328.66249999999286,4.155921052628197,113.2541666666559,2.4069145678656536,5.382836660599458,119.68749999993636,2.51570220053869,3.609066081906524,4.742396022516014,113.2541666666559,220.9583333333244,2.419437643157783,3.2814178102469254,False,
2018,4,Azerbaijan_Grand_Prix,SIR,Williams,3,331.0,5.263157894736842,100.47500000001432,1.2271185791959305,6.278871628049248,138.8158995816229,3.952416954258232,0.5909476103456014,4.742396022516014,113.2541666666559,215.7375000000072,1.4248361108948977,3.245138236966386,False,
2018,4,Azerbaijan_Grand_Prix,ALO,McLaren,2,326.9705665930883,3.354478912515501,121.08955223875634,3.130291663476702,6.526286102325882,135.83333333331953,3.728399418730277,1.191125857632468,4.742396022516014,113.2541666666559,224.03005941592232,3.004620749645228,3.2423852879961017,False,
2018,4,Azerbaijan_Grand_Prix,LEC,Sauber,9,330.0,4.789473684210526,120.0,3.0297022123596475,5.779619266734176,120.49999999993132,2.5767282540987333,5.412003305024269,4.742396022516014,113.2541666666559,225.0,3.189400521290354,3.909587948285087,False,
2018,4,Azerbaijan_Grand_Prix,MAG,Haas F1 Team,4,329.916666666644,4.7499999999892655,119.49999999999244,2.9835412998579223,6.00998463377868,126.33333333334534,3.0148640232565302,2.918225278675713,4.742396022516014,113.2541666666559,224.70833333331825,3.133836189875969,3.866770649923594,False,
2018,4,Azerbaijan_Grand_Prix,SAR,McLaren,7,322.0,1.0,119.0875000000112,2.945458547046309,5.667856553563485,122.6499999999505,2.738212580444671,4.862656202167532,4.742396022516014,113.2541666666559,220.5437500000056,2.3404569149399106,1.9727292735231543,False,
2018,4,Azerbaijan_Grand_Prix,GAS,Toro Rosso,8,322.8333333333468,1.3947368421116086,118.0,2.845058562355546,5.775970666389959,121.47499999993192,2.6499595183712827,4.292136321752268,4.742396022516014,113.2541666666559,220.41666666667336,2.3162467419679658,2.119897702233577,False,
2018,4,Azerbaijan_Grand_Prix,ERI,Sauber,7,326.0,2.894736842105263,195.4999999998432,10.0,7.776192991176422,219.333333333099,10.0,3.344178347023493,4.742396022516014,113.2541666666559,260.7499999999216,10.0,6.447368421052632,False,
2018,4,Azerbaijan_Grand_Prix,HAR,Toro Rosso,3,329.0,4.315789473684211,98.0149253731221,1.0,3.788409156964186,99.50746268655512,1.0,3.7744260490710135,4.742396022516014,113.2541666666559,213.50746268656104,1.0,2.6578947368421053,False,
2018,5,Spanish_Grand_Prix,HAM,Mercedes,15,323.0,8.510858324719331,261.2489626554373,10.0,6.765137420180247,262.0,10.0,6.027953314272993,6.112276673061396,254.09166666750588,292.1244813277186,9.726962686555815,9.255429162359665,False,
2018,5,Spanish_Grand_Prix,BOT,Mercedes,9,324.0,9.255429162359665,259.1708333335009,9.227108857189238,6.786400378197228,259.66249999983114,9.055025266608409,6.608205538551696,6.112276673061396,254.09166666750588,291.58541666675046,9.40473225403715,9.241269009774452,False,
2018,5,Spanish_Grand_Prix,VET,Ferrari,15,325.0,10.0,260.162499999834,9.595926319576671,6.840670471342468,261.24583333316525,9.695115103797429,4.858316953608577,6.112276673061396,254.09166666750588,292.58124999991696,10.0,9.797963159788337,False,
2018,5,Spanish_Grand_Prix,RAI,Ferrari,8,322.83333333336003,8.386763185132487,250.3291666664997,5.93874475853784,6.550423494628925,252.15833333299705,6.021336327654239,5.894698134119028,6.112276673061396,254.09166666750588,286.58124999992987,6.413449563480064,7.162753971835164,False,
2018,5,Spanish_Grand_Prix,VER,Red Bull Racing,10,320.91666666663826,6.9596690796141525,257.0791666664989,8.449182948741925,6.827970551981592,257.4958333331648,8.179112857823988,6.694398760186014,6.112276673061396,254.09166666750588,288.9979166665686,7.858032378175883,7.704426014178038,False,
2018,5,Spanish_Grand_Prix,RIC,Red Bull Racing,13,316.999999999974,4.043433298857982,257.1749999996641,8.484824972367486,6.67201549821748,259.0,8.787198203221395,5.632359325356624,6.112276673061396,254.09166666750588,287.0874999998191,6.716064756495874,6.264129135612734,False,
2018,5,Spanish_Grand_Prix,MAG,Haas F1 Team,26,320.0,6.277145811798328,259.0,9.163573075769884,6.786891055393454,261.3583333349749,9.740595171908195,6.266618686699839,6.112276673061396,254.09166666750588,289.5,8.158156911291165,7.720359443784106,False,
2018,5,Spanish_Grand_Prix,ALO,McLaren,17,313.0,1.0651499483159863,258.41249999983165,8.945071973967263,6.618020376888906,259.0,8.787198203221395,4.622148818497801,6.112276673061396,254.09166666750588,285.7062499999158,5.890410958144724,5.005110961141624,False,
2018,5,Spanish_Grand_Prix,SAI,Renault,18,316.91666666663826,3.981385729052816,248.1500000002903,5.128276133104886,6.511575634812679,251.15833333299216,5.617069062059395,5.609505648307603,6.112276673061396,254.09166666750588,282.53333333346427,3.993773348956776,4.55483093107885,False,
2018,5,Spanish_Grand_Prix,GRO,Haas F1 Team,25,325.0,10.0,258.21428571443187,8.871352757387752,6.628544632920733,258.21428571443187,8.469559637457511,6.628544632920733,6.112276673061396,254.09166666750588,291.60714285721593,9.417719267020152,9.435676378693875,False,
2018,5,Spanish_Grand_Prix,SAR,McLaren,14,312.9250000006971,1.0093071360119883,254.09166666750588,7.338081601970419,6.464702283937452,254.74166666582607,7.065693430231941,6.096745983615238,6.112276673061396,254.09166666750588,283.5083333341015,4.576587795273433,4.173694368991204,False,
2018,5,Spanish_Grand_Prix,GAS,Toro Rosso,9,318.9874999992357,5.523267838118452,258.0,8.791656306850717,6.500139194751355,258.0,8.382930937628526,6.403391144022181,6.112276673061396,254.09166666750588,288.4937499996179,7.556662514936757,7.157462072484584,False,
2018,5,Spanish_Grand_Prix,OCO,Force India,9,323.0,8.510858324719331,242.14166666490496,2.8936762124190434,6.143567697004673,242.14166666490496,1.9719258833894249,6.143567697004673,6.112276673061396,254.09166666750588,282.5708333324525,4.016189288580268,5.702267268569187,False,
2018,5,Spanish_Grand_Prix,LEC,Sauber,12,321.0,7.021716649438662,247.0000000005116,4.700571848930143,6.195884888846096,248.2500000005116,4.4413250983048815,6.172972266060214,6.112276673061396,254.09166666750588,284.0000000002558,4.870485677960392,5.861144249184402,False,
2018,5,Spanish_Grand_Prix,PER,Force India,5,325.0,10.0,239.4500000009301,1.8926002437460747,6.104918625471864,241.95000000093057,1.894441325239192,5.856185338101072,6.112276673061396,254.09166666750588,282.22500000046506,3.809464507279385,5.946300121873037,False,
2018,5,Spanish_Grand_Prix,HUL,Renault,5,312.91249999996984,1.0,243.15833333298664,3.271791594679788,6.180731225450017,243.9916666663192,2.7198203253079463,6.160967136958956,6.112276673061396,254.09166666750588,278.0354166664782,1.3051058513828129,2.135895797339894,False,
2018,5,Spanish_Grand_Prix,ERI,Sauber,8,318.0,4.788004136517658,237.0500000053933,1.0,6.034887525262348,240.3166666648657,1.2341381236665887,5.209177579546479,6.112276673061396,254.09166666750588,277.52500000269663,1.0,2.894002068258829,False,
2018,5,Spanish_Grand_Prix,SIR,Williams,7,323.0,8.510858324719331,245.25000000017408,4.049717503196075,6.035999508771529,245.25000000017408,3.228523301389833,6.035999508771529,6.112276673061396,254.09166666750588,284.125000000087,4.945205478620503,6.280287913957704,False,
2018,5,Spanish_Grand_Prix,STR,Williams,4,321.0,7.021716649438662,239.17083333311805,1.7887734786634817,6.112276673061396,239.73750000064612,1.0,6.007219972372427,6.112276673061396,254.09166666750588,280.085416666559,2.530510583911384,4.405245064051072,False,
2018,6,Monaco_Grand_Prix,RIC,Red Bull Racing,2,289.995833333449,5.812853678866465,233.7541666614011,8.982192411800783,5.573844209998262,244.4750000007682,8.144186044904082,2.312474175867859,5.194546162959074,230.2833333288376,261.87499999742505,6.924999998097976,7.397523045333624,False,
2018,6,Monaco_Grand_Prix,VET,Ferrari,5,294.7916666674456,10.0,235.7916666674693,10.0,5.849229452751635,245.9791666686756,9.61337209238251,4.7491879216555954,5.194546162959074,230.2833333288376,265.29166666745743,10.0,10.0,False,
2018,6,Monaco_Grand_Prix,HAM,Mercedes,4,289.86875000014163,5.701899758144629,229.46250000088332,6.838344127095431,5.650337464192626,237.93750000147463,1.758720930380271,4.320389766986177,5.194546162959074,230.2833333288376,259.6656250005125,4.936562501605509,6.27012194262003,False,
2018,6,Monaco_Grand_Prix,RAI,Ferrari,6,294.0,9.308811640583738,230.9249999876909,7.568917663233185,5.658901482554119,246.37500000273096,10.0,2.3860455317815306,5.194546162959074,230.2833333288376,262.4624999938454,7.453749994682504,8.43886465190846,False,
2018,6,Monaco_Grand_Prix,BOT,Mercedes,13,292.48333333177857,7.984640257226458,222.2189054924324,3.219897288036747,5.645920936377146,242.12499999587115,5.848837203294524,2.474491199202244,5.194546162959074,230.2833333288376,257.35111941210545,2.853507472802711,5.602268772631602,False,
